abstract,author,title
"
	,
","
                S. A. Temerbaev, V. P. Dovgun, N. P. Bojarskaja, A. F. Sinyagovski
            "," , , , , UTC: 00:30 - 09:30,
                Active Power Filter Control Using Adaptive Signal  Processing Techniques  [APPEEC 2013]
            "
"
	,
","
                Yubo Fan, Chunlin Guo, Pengxin Hou, Zheci Tang
            "," , , , , UTC: 00:30 - 09:30,
                Impact of Electric Vehicle Charging on Power Load Based on TOU Price  [APPEEC 2013]
            "
"
	, 
","
                Zhengqing Han, Donglin Zhang, Yuning Wu, Shibin Gao
            "," , , , , UTC: 00:30 - 09:30,
                Analysis on the Effect of the Nonlinear Resistance on the Locomotive Operating Overvoltages  [APPEEC 2013]
            "
"
	,
","
                Jianjun Su, Ronghua Zhang, Demin Cui, Yongqiang Chai, Xiaobo Li, Chengxue Zhang, Peiyan Li, Zhijian Hu, Yingying Hu
            "," , , , , UTC: 00:30 - 09:30,
                Simulation on Calculation Accuracy of Three Methods  for Live Line Measuring the Parameters of Transmission Lines with Mutual Inductance  [APPEEC 2013]
            "
"
	, 
","
                Nikolay V. Kinsht, Natalia N. Petrun’ko, Peter V. Katz
            "," , , , , UTC: 00:30 - 09:30,
                Some Properties of the Electromagnetic Radiation  Emitted by the HV Transformers  [APPEEC 2013]
            "
"
	,
","
                Yujie Xia, Guosong Lin, Liya Guo, Qiang Li
            "," , , , , UTC: 00:30 - 09:30,
                Research on Voltage Losses of AT Traction Power  Supply System  [APPEEC 2013]
            "
,"
                Weiqiang Fan, Ying Lei, Jing Zhu, Luo Li, Shuai Niu
            "," , , , , UTC: 00:30 - 09:30,
                The Development of Network based Composite Power quality Regulation Device  [APPEEC 2013]
            "
"
	,
","
                Yan Li, Longnv Li, Yongteng Jing, Bo Zhang
            "," , , , , UTC: 00:30 - 09:30,
                3D Finite Element Analysis of the Stray Loss in Power Transformer Structure Parts  [APPEEC 2013]
            "
"
	,
","
                Yan Li, Longnv Li, Yongteng Jing, Fangxu Han
            "," , , , , UTC: 00:30 - 09:30,
                Research on Numerical Simulation of 3D Leakage  Magnetic Field and Short-circuit Impedance of Axial Dual-low-voltage Split-winding Transformer  [APPEEC 2013]
            "
"
	,
","
                Huan Huang, Hualin Liu, Hong Luo, Hao Du, Yi Xing, Yexu Li, Farid P. Dawalibi, Haijun Zhou, Longhai Fu
            "," , , , , UTC: 00:30 - 09:30,
                Analysis of a Large Grounding System and Subsequent Field Test Validation Using the Fall of Potential Method  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Mingsong Liu, Huadong Sun, Jian He, Hengxu Zhang, Jun Yi, Jian Zhang
            "," , , , , UTC: 00:30 - 09:30,
                Research on Security Assessment Index System for Operating Reserve in Large Interconnected Power Grid  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Shan Sun, Guo Zeng, Xiaozang He, Yanping Lv, Xinyi Li
            "," , , , , UTC: 00:30 - 09:30,
                The Research on Grounding Protection for 110kV  Resistance Grounding Distribution System  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
"
	Clustering evolving data streams is
important to be performed in a limited time with a reasonable quality. The
existing micro clustering based methods do not consider the distribution of
data points inside the micro cluster. We propose LeaDen-Stream (Leader Density-based
clustering algorithm over evolving data Stream), a density-based
clustering algorithm using leader clustering. The algorithm is based on a
two-phase clustering. The online phase selects the proper mini-micro or
micro-cluster leaders based on the distribution of data points in the micro
clusters. Then, the leader centers are sent to the offline phase to form final
clusters. In LeaDen-Stream, by carefully choosing between two kinds of micro
leaders, we decrease time complexity of the clustering while maintaining the
cluster quality. A pruning strategy is also used to filter out real data from
noise by introducing dense and sparse mini-micro and micro-cluster leaders. Our
performance study over a number of real and synthetic data sets demonstrates
the effectiveness and efficiency of our method.
","
                Amineh Amini, Teh Ying Wah
            "," , , , , UTC: 00:30 - 09:30,
                LeaDen-Stream: A Leader Density-Based Clustering Algorithm over Evolving Data Stream  [AIDM 2013]
            "
"
	,
","
                Ling Yuan, Lin Sun, Huaren Wu
            "," , , , , UTC: 00:30 - 09:30,
                Simulation of Fault Arc Using Conventional Arc Models  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Teruhisa Kumano, Shinjiro Netsu
            "," , , , , UTC: 00:30 - 09:30,
                Accuracy Improvement in CCT Estimation of Power  Systems by iRprop-RAN Hybrid Neural Network  [APPEEC 2013]
            "
"
	,
","
                Qingan Ma, Qunzhan Li, Zehui Mi
            "," , , , , UTC: 00:30 - 09:30,
                Comparison of Three Modes of AT-fed Traction Power Networks  [APPEEC 2013]
            "
"
	,
","
                Min-Chul Kim, Soon-Hyun Hwang, Seok-Man Han, Balho. H. Kim
            "," , , , , UTC: 00:30 - 09:30,
                Study on Long-Term Generation Expansion Planning  upon the LNG Price Fluctuations  [APPEEC 2013]
            "
"
	,
","
                Chunming Wang, Cong Pan, Jingjing Chen, Pengchao Song, Jian-ke Li
            "," , , , , UTC: 00:30 - 09:30,
                Influence Caused by Harmonic and Filtering Methods of Synchronous Generator in Short-capacity System  [APPEEC 2013]
            "
"
	, 
","
                Can Quan, Huanfang Yao, Caixia Hou
            "," , , , , UTC: 00:30 - 09:30,
                Certification and uncertainty evaluation of flavonoids certified reference materials  [CET 2013]
            "
"
	,
","
                Jinquan Wang, Qian Li, Pengchao Song, Pengfei Hou
            "," , , , , UTC: 00:30 - 09:30,
                Analysis of Output Characteristics of Buck Converter  [APPEEC 2013]
            "
"
	,
","
                Shengxuan Wei, Qianjin Liu
            "," , , , , UTC: 00:30 - 09:30,
                Review of Modeling Methods of Distributed  Energy Supply System Connected to the Grid  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Jianbo Yang, Weiping Zhang, Faris Al-Naemi, Xiaoping Chen
            "," , , , , UTC: 00:30 - 09:30,
                A High Power Factor Rectifier Based on Buck Converter Operating in Discontinuous Inductor Current Mode  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	Considering units starting and network constraints and the
concept of optimization period,a optimization model which is a typical
multi-constraint knapsack problem is established to solve the selection
optimization problem of units starting in power system restoration period in
this paper, and the objective of the model is to maximize the total power generation
capability. A relative effectiveness assessment based on a improving data
envelopment analysis is adopted to select the initial units to be started, genetic
algorithms are employed to solve the knapsack problem to determine the most
reasonable units be started at the current time. Finally, IEEE-39 bus system simulation
result proves that the proposed model is feasible and effective.
,
	  
","
                Jun Chen, Wei-xing Zhao, Hua-ying Su, Jia-lin Bai, Nian Liu, Xiao-yan Qiu, Qian Liao
            "," , , , , UTC: 00:30 - 09:30,
                Research on Optimization for Units Start During Power  System Restoration  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Xiangfei Sun, Jianping Zhou
            "," , , , , UTC: 00:30 - 09:30,
                Influence of Phase Compensation Method on  Magnetizing Inrush Identification  [APPEEC 2013]
            "
"
	,
","
                Ye Xu, Zhao-hong Shi, Jin-quan Wang, Peng-fei Hou
            "," , , , , UTC: 00:30 - 09:30,
                Discussion on the Factors Affecting the Stability of  Microgrid Based on Distributed Power Supply  [APPEEC 2013]
            "
"
	,
","
                Iftekhar Zaman Arnab, Tausif Ali, M. Shidujaman, Md. Mayen Hossain
            "," , , , , UTC: 00:30 - 09:30,
                Consideration of Environmental Effect of Power  Generation: Bangladesh Perspective  [APPEEC 2013]
            "
"
	,
","
                Qingsong Yang, Jianfei Yang, Huaren Wu, Long Liu
            "," , , , , UTC: 00:30 - 09:30,
                Design of Distributed Temperature Measurement System for Switchgear  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                N. A. Khan, S. Ghosh, S. P. Ghoshal
            "," , , , , UTC: 00:30 - 09:30,
                Binary Gravitational Search based Algorithm for  Optimum Siting and Sizing of DG and Shunt Capacitors  in Radial Distribution Systems  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                H. M. Hu, Y. Yang, W. Lu, G. P. Zhao
            "," , , , , UTC: 00:30 - 09:30,
                Electrical Tree Simulation Based on the  Self-Organization Criticality  [APPEEC 2013]
            "
"
	,
","
                Yajing Gao, Yandong Guo
            "," , , , , UTC: 00:30 - 09:30,
                Optimal Planning of Charging Station for Phased  Electric Vehicle  [APPEEC 2013]
            "
"
	,
","
                Jundong Duan, Jiaxing Huang
            "," , , , , UTC: 00:30 - 09:30,
                The Mechanism of Voltage Instability Analysis  Considering Load Characteristic  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Weiping Zhang, Wei Zhang, Jianbo Yang, Faris Al-Naemi
            "," , , , , UTC: 00:30 - 09:30,
                Comparisons between CRM and CCM PFC  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Xingyu Li, Dongmei Zhao
            "," , , , , UTC: 00:30 - 09:30,
                An Optimal Dynamic Generation Scheduling for a Wind-Thermal Power System  [APPEEC 2013]
            "
"
	, 
","
                Yan Li, Yanchao Gao, Longnv Li, Di Zhang, Fangxu Han
            "," , , , , UTC: 00:30 - 09:30,
                Effects of DC Magnetic Bias on the Magnetic and Sound Fields of Transformer  [APPEEC 2013]
            "
,"
                P. Mestas, M.C. Tavares
            "," , , , , UTC: 00:30 - 09:30,
                Relevant Factors to a Statistical Analysis of Overvoltages - Application to Three-Phase Reclosing of Compensated Transmission Lines  [APPEEC 2013]
            "
"
	,
","
                Yubo Fan, Chunlin Guo, Wenbo Qi, Zheci Tang
            "," , , , , UTC: 00:30 - 09:30,
                Impact Analysis of Off-board Charger to Power Quality  [APPEEC 2013]
            "
"
	,
","
                Tausif Ali, Iftekhar Zaman Arnab, Saiful Islam Bhuiyan, Anik , Rahman, Iftekhar Hossain, M. Shidujaman
            "," , , , , UTC: 00:30 - 09:30,
                Feasibility Study of RNPP (Rooppur Nuclear Power Project) in Bangladesh  [APPEEC 2013]
            "
"
	,
","
                Heping Xu, Qipin Xu, Yuan Gao, Haoming Liu
            "," , , , , UTC: 00:30 - 09:30,
                Coordinate Control Strategy for Current Stabilization in an Aluminum Smelter Including on Load Tap Changer  [APPEEC 2013]
            "
"
	,
","
                Lan Chen, Lin Lin, Mimi Tian, Xingming Bian, Liming Wang, Zhicheng Guan
            "," , , , , UTC: 00:30 - 09:30,
                The Ultraviolet Detection of Corona Discharge in Power Transmission Lines  [APPEEC 2013]
            "
"
	,
","
                Dequan Gao, Jinping Cao, Yiying Zhang, Xiuli Wang
            "," , , , , UTC: 00:30 - 09:30,
                Communication Networking Schemes for Wide Area  Electric Vehicle Energy Service Network  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Xiaodong Yu
            "," , , , , UTC: 00:30 - 09:30,
                The Optimal Power Flow Calculation of Power System Based on the Annealing Algorithm  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	Owing to the effect of classified
models was different in ,Protein-Protein Interaction(PPI) extraction, which was made by
different single kernel functions, and only us,ing single kernel function
hardly trained the optimal classified model to extract PPI, this paper presents
a strategy to find the optimal kernel function from a kernel function set. The
strategy is that in the kernel function set which consists of
different single kernel functions, endlessly finding the last two kernel
functions on the performance in PPI extraction, using their optimal kernel
function to replace them, until there is only one kernel function and it’s the
final optimal kernel function. Finally, extracting PPI using the classified
model made by this kernel function. This paper conducted the PPI extraction
experiment on AIMed corpus, the experimental result shows that the optimal convex
combination kernel function this paper presents can effectively improve the
extraction performance than single kernel function, and it gets the best
precision which reaches 65.0 among the similar PPI extraction systems.
,
	 
","
                Peng Chen, Jianyi Guo, Zhengtao Yu, Sichao Wei, Feng Zhou, Xin Yan
            "," , , , , UTC: 00:30 - 09:30,
                Protein-Protein Interaction Extraction Based on Convex Combination Kernel Function  [AIDM 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
